pollster_rating_name,methodology,numeric_grade,start_date,end_date,sample_size,state,candidate_name,percent,transparency_score,population_group
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-04-12,2024-04-16,1000,National,Donald Trump,37,4,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1128,Georgia,Donald Trump,46,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1128,Georgia,Donald Trump,51,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1126,Michigan,Donald Trump,42,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1126,Michigan,Donald Trump,49,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1141,Pennsylvania,Donald Trump,44,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1141,Pennsylvania,Donald Trump,48,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1198,Wisconsin,Donald Trump,41,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-04-11,2024-04-16,1198,Wisconsin,Donald Trump,48,6,registered voters
YouGov,Online Panel,3,2024-04-11,2024-04-15,1171,National,Donald Trump,44,9,registered voters
YouGov,Online Panel,3,2024-04-11,2024-04-15,1171,National,Donald Trump,42,9,registered voters
Echelon Insights,Online Panel,2.7,2024-04-12,2024-04-14,1020,National,Donald Trump,46,9,likely voters
Echelon Insights,Online Panel,2.7,2024-04-12,2024-04-14,1020,National,Donald Trump,40,9,likely voters
YouGov,Online Panel,3,2024-04-06,2024-04-09,1583,National,Donald Trump,43,9,registered voters
Ipsos,Probability Panel,2.8,2024-04-04,2024-04-08,833,National,Donald Trump,37,9.5,registered voters
Ipsos,Probability Panel,2.8,2024-04-04,2024-04-08,1021,National,Donald Trump,36,9.5,adults
Quinnipiac University,Live Phone,2.8,2024-04-04,2024-04-08,1401,North Carolina,Donald Trump,48,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-04-04,2024-04-08,1401,North Carolina,Donald Trump,41,9,registered voters
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-04-03,2024-04-08,1688,National,Donald Trump,42,9,likely voters
University of Massachusetts Lowell Center for Public Opinion,Online Panel,2.9,2024-04-03,2024-04-08,1688,National,Donald Trump,43,9,likely voters
Ipsos,Probability Panel,2.8,2024-04-05,2024-04-07,1014,Florida,Donald Trump,39,9.5,adults
SurveyUSA,Online Panel,2.8,2024-04-03,2024-04-07,608,Minnesota,Donald Trump,42,8,likely voters
YouGov,Online Panel,3,2024-03-29,2024-04-05,4038,National,Donald Trump,44,9,registered voters
YouGov,Online Panel,3,2024-03-29,2024-04-05,4038,National,Donald Trump,42,9,registered voters
Emerson College,Mixed,2.9,2024-04-02,2024-04-03,1438,National,Donald Trump,50.6,7,registered voters
Emerson College,Mixed,2.9,2024-04-02,2024-04-03,1438,National,Donald Trump,43.2,7,registered voters
YouGov,Online Panel,3,2024-03-30,2024-04-02,1604,National,Donald Trump,43,9,registered voters
Data for Progress,Online Panel,2.6,2024-03-27,2024-03-29,1200,National,Donald Trump,46,10,likely voters
Data for Progress,Online Panel,2.6,2024-03-27,2024-03-29,1200,National,Donald Trump,42,10,likely voters
Emerson College,Mixed,2.9,2024-03-26,2024-03-29,1000,New Jersey,Donald Trump,39.4,7,registered voters
Emerson College,Mixed,2.9,2024-03-26,2024-03-29,1000,New Jersey,Donald Trump,35.8,7,registered voters
MassINC Polling Group,Online Panel,2.8,2024-03-21,2024-03-29,1002,Massachusetts,Donald Trump,28,7,registered voters
Marist College,Mixed,2.9,2024-03-25,2024-03-28,1199,National,Donald Trump,48,7,registered voters
Marist College,Mixed,2.9,2024-03-25,2024-03-28,1199,National,Donald Trump,41,7,registered voters
Marquette University Law School,Probability Panel,3,2024-03-18,2024-03-28,868,National,Donald Trump,50,10,registered voters
Marquette University Law School,Probability Panel,3,2024-03-18,2024-03-28,674,National,Donald Trump,48,10,likely voters
Marquette University Law School,Probability Panel,3,2024-03-18,2024-03-28,868,National,Donald Trump,41,10,registered voters
Marquette University Law School,Probability Panel,3,2024-03-18,2024-03-28,674,National,Donald Trump,41,10,likely voters
YouGov,Online Panel,3,2024-03-24,2024-03-26,1415,National,Donald Trump,44,9,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-03-22,2024-03-25,1094,National,Donald Trump,43,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-03-22,2024-03-25,1094,National,Donald Trump,50,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-03-22,2024-03-25,1094,National,Donald Trump,51,6,registered voters
Quinnipiac University,Live Phone,2.8,2024-03-21,2024-03-25,1407,National,Donald Trump,45,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-03-21,2024-03-25,1407,National,Donald Trump,39,9,registered voters
Echelon Insights,Online Panel,2.7,2024-03-18,2024-03-21,1006,National,Donald Trump,49,9,likely voters
Echelon Insights,Online Panel,2.7,2024-03-18,2024-03-21,1006,National,Donald Trump,43,9,likely voters
Marist College,Mixed,2.9,2024-03-18,2024-03-21,1117,Texas,Donald Trump,55,7,registered voters
Marist College,Mixed,2.9,2024-03-18,2024-03-21,1117,Texas,Donald Trump,48,7,registered voters
Echelon Insights,Mixed,2.7,2024-03-18,2024-03-21,600,Washington,Donald Trump,37,9,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Arizona,Donald Trump,45,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Georgia,Donald Trump,46,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Michigan,Donald Trump,45.5,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Nevada,Donald Trump,45.1,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,North Carolina,Donald Trump,46.9,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Pennsylvania,Donald Trump,46.6,7,registered voters
Emerson College,Mixed,2.9,2024-03-16,2024-03-20,1000,Wisconsin,Donald Trump,46.7,7,registered voters
YouGov,Online Panel,3,2024-03-16,2024-03-19,1510,National,Donald Trump,43,9,registered voters
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-03-15,2024-03-19,1001,National,Donald Trump,46,4,registered voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,401,Arizona,Donald Trump,51,9,likely voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,400,Georgia,Donald Trump,52,9,likely voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,400,Michigan,Donald Trump,51,9,likely voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,400,Nevada,Donald Trump,51,9,likely voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,400,Pennsylvania,Donald Trump,49,9,likely voters
Echelon Insights,Mixed,2.7,2024-03-12,2024-03-19,400,Wisconsin,Donald Trump,46,9,likely voters
Emerson College,Mixed,2.9,2024-03-14,2024-03-18,1000,Michigan,Donald Trump,50.3,7,registered voters
Emerson College,Mixed,2.9,2024-03-14,2024-03-18,1000,Michigan,Donald Trump,43.2,7,registered voters
Emerson College,Mixed,2.9,2024-03-14,2024-03-18,1000,Michigan,Donald Trump,44.6,7,registered voters
Emerson College,Mixed,2.9,2024-03-14,2024-03-18,1000,Wisconsin,Donald Trump,51.8,7,registered voters
Emerson College,Mixed,2.9,2024-03-14,2024-03-18,1000,Wisconsin,Donald Trump,43.4,7,registered voters
CNN,Mixed,2.8,2024-03-13,2024-03-18,1097,Michigan,Donald Trump,50,10,registered voters
CNN,Mixed,2.8,2024-03-13,2024-03-18,1097,Michigan,Donald Trump,40,10,registered voters
CNN,Mixed,2.8,2024-03-13,2024-03-18,1132,Pennsylvania,Donald Trump,46,10,registered voters
CNN,Mixed,2.8,2024-03-13,2024-03-18,1132,Pennsylvania,Donald Trump,40,10,registered voters
Selzer & Co.,Live Phone,2.8,2024-03-11,2024-03-17,704,National,Donald Trump,45,7.5,likely voters
Emerson College,Mixed,2.9,2024-03-12,2024-03-15,1000,Arizona,Donald Trump,52.3,7,registered voters
Emerson College,Mixed,2.9,2024-03-12,2024-03-15,1000,Arizona,Donald Trump,45.8,7,registered voters
Emerson College,Mixed,2.9,2024-03-12,2024-03-15,1000,Nevada,Donald Trump,51.3,7,registered voters
Emerson College,Mixed,2.9,2024-03-12,2024-03-15,1000,Nevada,Donald Trump,41,7,registered voters
Marist College,Mixed,2.9,2024-03-11,2024-03-14,1177,Georgia,Donald Trump,51,7,registered voters
Marist College,Mixed,2.9,2024-03-11,2024-03-14,1177,Georgia,Donald Trump,45,7,registered voters
Marist College,Mixed,2.9,2024-03-11,2024-03-14,1197,North Carolina,Donald Trump,51,7,registered voters
Marist College,Mixed,2.9,2024-03-11,2024-03-14,1197,North Carolina,Donald Trump,46,7,registered voters
Emerson College,Mixed,2.9,2024-03-10,2024-03-13,1000,Pennsylvania,Donald Trump,51.8,7,registered voters
Emerson College,Mixed,2.9,2024-03-10,2024-03-13,1000,Pennsylvania,Donald Trump,43.7,7,registered voters
YouGov,Online Panel,3,2024-03-10,2024-03-12,1367,National,Donald Trump,44,9,registered voters
SurveyUSA,Online Panel,2.8,2024-03-03,2024-03-09,598,North Carolina,Donald Trump,50,8,likely voters
Emerson College,Mixed,2.9,2024-03-05,2024-03-07,1000,Georgia,Donald Trump,52,7,registered voters
Emerson College,Mixed,2.9,2024-03-05,2024-03-07,1000,Georgia,Donald Trump,44.2,7,registered voters
Emerson College,Mixed,2.9,2024-03-05,2024-03-06,1350,National,Donald Trump,49,7,registered voters
Emerson College,Mixed,2.9,2024-03-05,2024-03-06,1350,National,Donald Trump,43.2,7,registered voters
YouGov,Online Panel,3,2024-03-03,2024-03-05,1450,National,Donald Trump,44,9,registered voters
Emerson College,Mixed,2.9,2024-03-02,2024-03-05,1000,Indiana,Donald Trump,54.8,7,registered voters
Emerson College,Mixed,2.9,2024-02-26,2024-03-02,1000,Montana,Donald Trump,55.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-26,2024-03-02,1000,Montana,Donald Trump,48.5,7,registered voters
Data for Progress,Mixed,2.6,2024-02-23,2024-03-02,1120,Alaska,Donald Trump,53,6,likely voters
Data for Progress,Mixed,2.6,2024-02-23,2024-03-02,1120,Alaska,Donald Trump,53,6,likely voters
YouGov,Online Panel,3,2024-02-28,2024-03-01,1436,National,Donald Trump,52,9,likely voters
Ipsos,Probability Panel,2.8,2024-02-26,2024-02-28,1185,National,Donald Trump,36,9.5,adults
The New York Times/Siena College,Live Phone,3,2024-02-25,2024-02-28,980,National,Donald Trump,48,9,registered voters
The New York Times/Siena College,Live Phone,3,2024-02-25,2024-02-28,980,National,Donald Trump,48,9,likely voters
The New York Times/Siena College,Live Phone,3,2024-02-25,2024-02-28,980,National,Donald Trump,47,9,registered voters
The New York Times/Siena College,Live Phone,3,2024-02-25,2024-02-28,980,National,Donald Trump,48,9,likely voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-02-25,2024-02-28,1262,National,Donald Trump,41,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-02-25,2024-02-28,1262,National,Donald Trump,49,6,registered voters
Selzer & Co.,Live Phone,2.8,2024-02-25,2024-02-28,640,Iowa,Donald Trump,48,7.5,likely voters
SurveyUSA,Online Panel,2.8,2024-02-23,2024-02-28,1603,Minnesota,Donald Trump,38,8,likely voters
YouGov,Online Panel,3,2024-02-25,2024-02-27,1498,National,Donald Trump,44,9,registered voters
Emerson College,Mixed,2.9,2024-02-24,2024-02-27,1000,California,Donald Trump,35.1,7,likely voters
Emerson College,Mixed,2.9,2024-02-24,2024-02-27,1000,California,Donald Trump,31.5,7,likely voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Michigan,Donald Trump,46,7,registered voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Michigan,Donald Trump,42.4,7,registered voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Wisconsin,Donald Trump,45.2,7,registered voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Wisconsin,Donald Trump,40.8,7,registered voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Wisconsin,Donald Trump,47,7,registered voters
Emerson College,Mixed,2.9,2024-02-20,2024-02-24,1000,Wisconsin,Donald Trump,44.7,7,registered voters
YouGov,Online Panel,3,2024-02-18,2024-02-20,1360,National,Donald Trump,43,9,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Nevada,Donald Trump,46,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Nevada,Donald Trump,44.3,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Nevada,Donald Trump,47.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Nevada,Donald Trump,49,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Arizona,Donald Trump,45.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Arizona,Donald Trump,42.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Arizona,Donald Trump,47.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-19,1000,Arizona,Donald Trump,47.3,7,registered voters
Quinnipiac University,Live Phone,2.8,2024-02-15,2024-02-19,1421,National,Donald Trump,45,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-02-15,2024-02-19,1421,National,Donald Trump,37,9,registered voters
Roanoke College Institute for Policy and Opinion Research,Mixed,2.6,2024-02-11,2024-02-19,705,Virginia,Donald Trump,43,7,adults
Emerson College,Mixed,2.9,2024-02-16,2024-02-18,1000,California,Donald Trump,32.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-16,2024-02-18,1000,California,Donald Trump,30.7,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1197,South Carolina,Donald Trump,50.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Pennsylvania,Donald Trump,45.1,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Pennsylvania,Donald Trump,41.5,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Pennsylvania,Donald Trump,49.2,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Pennsylvania,Donald Trump,48.4,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,North Carolina,Donald Trump,46.6,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,North Carolina,Donald Trump,45.9,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,North Carolina,Donald Trump,49.9,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,North Carolina,Donald Trump,49.2,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Georgia,Donald Trump,47.9,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Georgia,Donald Trump,45,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Georgia,Donald Trump,51,7,registered voters
Emerson College,Mixed,2.9,2024-02-14,2024-02-16,1000,Georgia,Donald Trump,50.5,7,registered voters
SurveyUSA,Mixed,2.8,2024-02-12,2024-02-15,549,Montana,Donald Trump,51,8,likely voters
Emerson College,Mixed,2.9,2024-02-13,2024-02-14,1225,National,Donald Trump,44.7,7,registered voters
Emerson College,Mixed,2.9,2024-02-13,2024-02-14,1225,National,Donald Trump,40.2,7,registered voters
Emerson College,Mixed,2.9,2024-02-13,2024-02-14,1225,National,Donald Trump,46,7,registered voters
Emerson College,Mixed,2.9,2024-02-13,2024-02-14,1225,National,Donald Trump,45,7,registered voters
Emerson College,Mixed,2.9,2024-02-13,2024-02-14,1225,National,Donald Trump,46.1,7,registered voters
Echelon Insights,Online Panel,2.7,2024-02-12,2024-02-14,1015,National,Donald Trump,49,9,likely voters
Echelon Insights,Online Panel,2.7,2024-02-12,2024-02-14,1015,National,Donald Trump,42,9,likely voters
Siena College,Mixed,2.7,2024-02-12,2024-02-14,806,New York,Donald Trump,36,7,registered voters
Siena College,Mixed,2.7,2024-02-12,2024-02-14,806,New York,Donald Trump,32,7,registered voters
Emerson College,Mixed,2.9,2024-02-12,2024-02-13,1000,Maryland,Donald Trump,32,7,registered voters
Emerson College,Mixed,2.9,2024-02-12,2024-02-13,1000,Maryland,Donald Trump,31.4,7,registered voters
YouGov,Online Panel,3,2024-02-11,2024-02-13,1470,National,Donald Trump,44,9,registered voters
YouGov,Online Panel,3,2024-02-06,2024-02-09,869,National,Donald Trump,45,9,registered voters
AtlasIntel,Online Ad,2.7,2024-02-02,2024-02-07,1637,National,Donald Trump,43.9,6,registered voters
AtlasIntel,Online Ad,2.7,2024-02-02,2024-02-07,1637,National,Donald Trump,39,6,registered voters
Ipsos,Probability Panel,2.8,2024-02-02,2024-02-07,1076,National,Donald Trump,33,9.5,adults
YouGov,Online Panel,3,2024-02-04,2024-02-06,1399,National,Donald Trump,44,9,registered voters
Suffolk University,Live Phone,2.9,2024-02-02,2024-02-05,1000,Massachusetts,Donald Trump,25.5,8,registered voters
YouGov,Online Panel,3,2024-01-31,2024-02-04,1765,National,Donald Trump,44,9,registered voters
SurveyUSA,Online Panel,2.8,2024-01-31,2024-02-02,1048,National,Donald Trump,49,8,likely voters
SurveyUSA,Online Panel,2.8,2024-01-31,2024-02-02,1048,National,Donald Trump,45,8,likely voters
SurveyUSA,Online Panel,2.8,2024-01-31,2024-02-02,1048,National,Donald Trump,43,8,likely voters
SurveyUSA,Online Panel,2.8,2024-01-31,2024-02-02,1048,National,Donald Trump,41,8,likely voters
Marist College,Mixed,2.9,2024-01-29,2024-02-01,1441,National,Donald Trump,47,7,registered voters
Marquette University Law School,Mixed,3,2024-01-24,2024-01-31,930,Wisconsin,Donald Trump,49,10,registered voters
Marquette University Law School,Mixed,3,2024-01-24,2024-01-31,808,Wisconsin,Donald Trump,50,10,likely voters
Marquette University Law School,Mixed,3,2024-01-24,2024-01-31,930,Wisconsin,Donald Trump,40,10,registered voters
Marquette University Law School,Mixed,3,2024-01-24,2024-01-31,808,Wisconsin,Donald Trump,41,10,likely voters
YouGov,Online Panel,3,2024-01-28,2024-01-30,1486,National,Donald Trump,42,9,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-01-26,2024-01-30,1172,Wisconsin,Donald Trump,42,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-01-26,2024-01-30,1172,Wisconsin,Donald Trump,47,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-01-26,2024-01-30,1119,Georgia,Donald Trump,45,6,registered voters
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-01-26,2024-01-30,1119,Georgia,Donald Trump,51,6,registered voters
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-01-26,2024-01-30,1000,National,Donald Trump,47,4,registered voters
CNN,Probability Panel,2.8,2024-01-25,2024-01-30,983,National,Donald Trump,49,10,registered voters
YouGov,Online Panel,3,2024-01-24,2024-01-30,850,National,Donald Trump,45,9,registered voters
Emerson College,Mixed,2.9,2024-01-26,2024-01-29,1260,National,Donald Trump,45.5,7,registered voters
Emerson College,Mixed,2.9,2024-01-26,2024-01-29,1260,National,Donald Trump,41.1,7,registered voters
Emerson College,Mixed,2.9,2024-01-26,2024-01-29,1260,National,Donald Trump,41.7,7,registered voters
YouGov,Online Panel,3,2024-01-25,2024-01-29,1069,National,Donald Trump,45,9,registered voters
YouGov,Online Panel,3,2024-01-25,2024-01-29,1069,National,Donald Trump,42,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-01-25,2024-01-29,1650,National,Donald Trump,44,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-01-25,2024-01-29,1650,National,Donald Trump,37,9,registered voters
SurveyUSA,Online Panel,2.8,2024-01-24,2024-01-29,1594,Minnesota,Donald Trump,39,8,likely voters
Emerson College,Mixed,2.9,2024-01-23,2024-01-28,1830,Missouri,Donald Trump,49.4,7,registered voters
Emerson College,Mixed,2.9,2024-01-23,2024-01-28,1856,Colorado,Donald Trump,35,7,registered voters
Emerson College,Mixed,2.9,2024-01-23,2024-01-28,1777,South Dakota,Donald Trump,55.3,7,registered voters
Emerson College,Mixed,2.9,2024-01-23,2024-01-25,1844,Ohio,Donald Trump,46.8,7,registered voters
Ipsos,Probability Panel,2.8,2024-01-22,2024-01-24,1250,National,Donald Trump,40,9.5,adults
Ipsos,Probability Panel,2.8,2024-01-22,2024-01-24,1250,National,Donald Trump,36,9.5,adults
YouGov,Online Panel,3,2024-01-21,2024-01-23,1497,National,Donald Trump,44,9,registered voters
Echelon Insights,Online Panel,2.7,2024-01-16,2024-01-18,1029,National,Donald Trump,47,9,likely voters
Echelon Insights,Online Panel,2.7,2024-01-16,2024-01-18,1029,National,Donald Trump,41,9,likely voters
Marist College,Mixed,2.9,2024-01-15,2024-01-17,1157,New Hampshire,Donald Trump,45,7,registered voters
Marist College,Mixed,2.9,2024-01-15,2024-01-17,1157,New Hampshire,Donald Trump,41,7,registered voters
Siena College,Mixed,2.7,2024-01-14,2024-01-17,807,New York,Donald Trump,37,7,registered voters
Siena College,Mixed,2.7,2024-01-14,2024-01-17,807,New York,Donald Trump,32,7,registered voters
YouGov,Online Panel,3,2024-01-14,2024-01-16,1472,National,Donald Trump,43,9,registered voters
Emerson College,Mixed,2.9,2024-01-13,2024-01-15,1315,Texas,Donald Trump,48.7,7,registered voters
Emerson College,Mixed,2.9,2024-01-13,2024-01-15,1315,Texas,Donald Trump,45.7,7,registered voters
Emerson College,Mixed,2.9,2024-01-11,2024-01-14,1087,California,Donald Trump,33.7,7,registered voters
Emerson College,Mixed,2.9,2024-01-11,2024-01-14,1087,California,Donald Trump,31.7,7,registered voters
YouGov,Online Panel,3,2024-01-10,2024-01-12,1906,National,Donald Trump,50,9,likely voters
YouGov,Online Panel,3,2024-01-07,2024-01-09,1417,National,Donald Trump,43,9,registered voters
Ipsos,Probability Panel,2.8,2024-01-03,2024-01-09,4677,National,Donald Trump,48,9.5,adults
Ipsos,Probability Panel,2.8,2024-01-03,2024-01-09,4677,National,Donald Trump,30,9.5,adults
Ipsos,Probability Panel,2.8,2024-01-03,2024-01-09,3815,National,Donald Trump,38,9.5,registered voters
Ipsos,Probability Panel,2.8,2024-01-03,2024-01-09,3815,National,Donald Trump,33,9.5,registered voters
Emerson College,Mixed,2.9,2024-01-05,2024-01-08,1294,Nevada,Donald Trump,47,7,registered voters
Emerson College,Mixed,2.9,2024-01-05,2024-01-08,1294,Nevada,Donald Trump,42.2,7,registered voters
Quinnipiac University,Live Phone,2.8,2024-01-04,2024-01-08,1680,Pennsylvania,Donald Trump,46,9,registered voters
Quinnipiac University,Live Phone,2.8,2024-01-04,2024-01-08,1680,Pennsylvania,Donald Trump,39,9,registered voters
Suffolk University,Live Phone,2.9,2024-01-03,2024-01-07,1000,New Hampshire,Donald Trump,34.1,8,likely voters
Ipsos,Probability Panel,2.8,2024-01-03,2024-01-07,2027,National,Donald Trump,34,9.5,adults
Suffolk University,Live Phone,2.9,2023-12-23,2023-12-26,1000,National,Donald Trump,43.8,8,registered voters
Suffolk University,Live Phone,2.9,2023-12-23,2023-12-26,1000,National,Donald Trump,37.2,8,registered voters
YouGov,Online Panel,3,2023-12-18,2023-12-23,1765,National,Donald Trump,42,9,registered voters
Mason-Dixon Polling & Strategy,Live Phone,2.6,2023-12-15,2023-12-19,625,Virginia,Donald Trump,43,6,registered voters
Mason-Dixon Polling & Strategy,Live Phone,2.6,2023-12-15,2023-12-19,625,Virginia,Donald Trump,36,6,registered voters
YouGov,Online Panel,3,2023-12-16,2023-12-18,1336,National,Donald Trump,43,9,registered voters
YouGov,Online Panel,3,2023-12-14,2023-12-18,1027,National,Donald Trump,44,9,registered voters
YouGov,Online Panel,3,2023-12-14,2023-12-18,1027,National,Donald Trump,41,9,registered voters
YouGov,Online Panel,3,2023-12-14,2023-12-18,1027,National,Donald Trump,45,9,registered voters
YouGov,Online Panel,3,2023-12-14,2023-12-18,1027,National,Donald Trump,44,9,registered voters
Quinnipiac University,Live Phone,2.8,2023-12-14,2023-12-18,1647,National,Donald Trump,46,9,registered voters
Quinnipiac University,Live Phone,2.8,2023-12-14,2023-12-18,1647,National,Donald Trump,36,9,registered voters
Quinnipiac University,Live Phone,2.8,2023-12-14,2023-12-18,1647,National,Donald Trump,38,9,registered voters
YouGov,Online Panel,3,2023-12-01,2023-12-18,800,Colorado,Donald Trump,40,9,adults
Emerson College,Mixed,2.9,2023-12-15,2023-12-17,1094,Iowa,Donald Trump,48.2,7,registered voters
Echelon Insights,Online Panel,2.7,2023-12-12,2023-12-16,1012,National,Donald Trump,47,9,likely voters
Echelon Insights,Online Panel,2.7,2023-12-12,2023-12-16,1012,National,Donald Trump,41,9,likely voters
The New York Times/Siena College,Live Phone,3,2023-12-10,2023-12-14,1016,National,Donald Trump,46,9,registered voters
The New York Times/Siena College,Live Phone,3,2023-12-10,2023-12-14,1016,National,Donald Trump,45,9,likely voters
Beacon Research/Shaw & Co. Research,Live Phone,2.8,2023-12-10,2023-12-13,1007,National,Donald Trump,50,6,registered voters
Beacon Research/Shaw & Co. Research,Live Phone,2.8,2023-12-10,2023-12-13,1007,National,Donald Trump,41,6,registered voters
Muhlenberg College Institute of Public Opinion,Live Phone,2.8,2023-11-20,2023-12-13,421,Pennsylvania,Donald Trump,41,8,registered voters
Muhlenberg College Institute of Public Opinion,Live Phone,2.8,2023-11-20,2023-12-13,421,Pennsylvania,Donald Trump,37,8,registered voters
YouGov,Online Panel,3,2023-12-01,2023-12-10,1200,Texas,Donald Trump,45,9,registered voters
YouGov,Online Panel,3,2023-12-01,2023-12-10,1200,Texas,Donald Trump,42,9,registered voters
Marist College,Mixed,2.9,2023-12-04,2023-12-07,1129,National,Donald Trump,48,7,registered voters
CNN,Mixed,2.8,2023-11-30,2023-12-07,1068,Georgia,Donald Trump,49,10,registered voters
CNN,Mixed,2.8,2023-11-30,2023-12-07,1068,Georgia,Donald Trump,42,10,registered voters
Emerson College,Mixed,2.9,2023-12-04,2023-12-06,1000,National,Donald Trump,47.4,7,registered voters
Emerson College,Mixed,2.9,2023-12-04,2023-12-06,1000,National,Donald Trump,43.4,7,registered voters
CNN,Mixed,2.8,2023-11-29,2023-12-06,1197,Michigan,Donald Trump,50,10,registered voters
CNN,Mixed,2.8,2023-11-29,2023-12-06,1197,Michigan,Donald Trump,39,10,registered voters
YouGov,Online Panel,3,2023-12-02,2023-12-05,1291,National,Donald Trump,41,9,registered voters
YouGov,Online Panel,3,2023-11-25,2023-11-27,1323,National,Donald Trump,42,9,registered voters
YouGov,Online Panel,3,2023-11-20,2023-11-27,1000,National,Donald Trump,37,9,adults
YouGov,Online Panel,3,2023-11-20,2023-11-27,1000,National,Donald Trump,36,9,adults
Emerson College,Mixed,2.9,2023-11-17,2023-11-20,1475,National,Donald Trump,47.3,7,registered voters
Emerson College,Mixed,2.9,2023-11-17,2023-11-20,1475,National,Donald Trump,42.2,7,registered voters
Roanoke College Institute for Policy and Opinion Research,Mixed,2.6,2023-11-12,2023-11-20,686,Virginia,Donald Trump,44,7,adults
Echelon Insights,Online Panel,2.7,2023-11-14,2023-11-17,1006,National,Donald Trump,47,9,likely voters
